"NATSIVINIRMILUUNNIIT" "N AH T S IH V IH N IY HH M IY L UW UW N N IY IY T "
"MAUNNGALIKKIT" "M AH UW N NG AH L IH K K IY T "
"TIITURUMAVIT" " T IY IY T UW HH UW M AH V IH T "
"INUTUULANGAVIT" " IH N UW T UW UW L AH NG AH V IH T "
"ATII" " AH T IY IY "
"ULLAAKUT" " UW L L AH AH K UW T "
"UUJULIARILANGAGAKKIT" " UW UW JH UW L IY AH HH IH L AH NG AH G AH K K IY T "
"SIKIITUTAARASUARPUNGA" "S IH K IY IY T UW T AH AH HH AH S UW AH HH P UW NG AH "
"AANIAVIMMIT" " AH AH N IY AH V IH M M IY T "
"AMISUULAARTUT" " AH M IY S UW UW L AH AH HH T UW T "
"IKILIRLIT" " IH K IY L IY HH L IY T "
"ANAANA" " AH N AH AH N AH "
"UVATTINULAURTA" " UW V AH T T IH N UW L AH UW HH T AH "
"SIMIGAUVUNGA" "S IH M IG AH UW V UW NG AH "
"KUUJJUARAAAPIMMIILANGAVITA" "K UW UW JH JH UW AH HH AH AH AH P IH M M IY IH L AH NG AH V IH T AH "
"ITTUQ" " IY T T UW K "
"MIAJI" " M IY AH JH I"
"PITATSAMIK" " P IH T AH T S AH M IH K "
"PANIRTITATURUMAMMIJUNGA" "P AH N IY HH T IY T AH T UW HH UW M AH M M IY JH UW NG AH "
"AMARUALIMMUT" " AH M AH HH UW AH L IH M M UW T "
"ILLULIURTIIT" " IY L L UW L IY UW HH T IY IY T "
"PAASAUVUNGA" "P AH AH S AH UW V UW NG AH "
"TARQIINIK" " T AH HH K IY IH N IH K "
"UIMASIVUNGA" " UW IH M AH S IH V UW NG AH "
"TUPAARSIMALIRQA" " T UW P AH AH HH S IH M AH L IY HH K AH "
"IQIATTAUTIMUT" " IY K IY AH T T AH UW T IH M UW T "
"TUPAGUNNALAARGITIK" " T UW P AH G UW N N AH L AH AH HH G IH T IH K "
"ALIANARTUQ" " AH L IY AH N AH HH T UW K "
"AMISUALUUMMATA" " AH M IY S UW AH L UW UW M M AH T AH "
"UPIRNGAAQ" " UW P IH HH NG AH AH K "
"SANAJAULANGAVAT" "S AH N AH JH AH UW L AH NG AH V AH T "
"URSUALUTTAARIARTUSIVUNGA" " UW HH S UW AH L UW T T AH AH HH IY AH HH T UW S IH V UW NG AH "
"NUNALIALANGAGALUARTILUGIT" "N UW N AH L IY AH L AH NG AH G AH L UW AH HH T IH L UW G IH T "
"URSUALUQANNGINAMA" " UW HH S UW AH L UW K AH N NG IH N AH M AH "
"NANIITTUT" "N AH N IY IY T T UW T "
"SOPANIK" " S OW P AH N IH K "
"QUVIASUVVIMI" " K UW V IH AH S UW VV IH M I"
"ILINNIATITSIJINNUT" " IH L IH N N IY AH T IY T S IY JH IH N N UW T "
"AATIKITITAULAURTUQ" " AH AH T IH K IY T IY T AH UW L AH UW HH T UW K "
"ITTUMUT" " IY T T UW M UW T "
"TAAKKUA" " T AH AH K K UW AH "
"TUKISMAVUNGA" " T UW K IH S M AH V UW NG AH "
"QILALUGAVINIRNILU" " K IH L AH L UW G AH V IH N IY HH N IY L UW "
"UMIAMMARIKKUT" " UW M IY AH M M AH HH IH K K UW T "
"NAAMMATUQ" "N AH AH M M AH T UW K "
"ALLITUNI" " AH L L IY T UW N IY "
"QANGATTAJUUQ" " K AH NG AH T T AH JH UW UW K "
"PANIRTTITATURUMAVUNGA" "P AH N IY HH T T IY T AH T UW HH UW M AH V UW NG AH "
"TAANNA" " T AH AH N N AH "
"IMIRTAUTIUP" " IH M IY HH T AH UW T IY UW P"
"NAPPANGANIK" "N AH P P AH NG AH N IH K "
"LIALANGAVUGUT" " L IY AH L AH NG AH V UW G UW T "
"QAUPPAT" " K AH UW P P AH T "
"TIKIPPUGUT" " T IH K IY P P UW G UW T "
"UMIARMIILANGAJUT" " UW M IY AH HH M IY IH L AH NG AH JH UW T "
"UQAUSILIMAANGINNIK" " UW K AH UW S IY L IH M AH AH NG IH N N IH K "
"SIKIITUTAALANGAVIT" "S IH K IY IY T UW T AH AH L AH NG AH V IH T "
"NIRILIANGAVISI" " N IY HH IY L IY AH NG AH V IH S IY "
"QALLUNAALLUUNIIT" " K AH L L UW N AH AH L L UW UW N IY IY T "
"ILSAPIKKUNI" " IH L S AH P IH K K UW N IY "
"AKUNI" " AH K UW N IY "
"QANGATTAUTITAARSIMAVIT" " K AH NG AH T T AH UW T IY T AH AH HH S IH M AH V IH T "
"ANURILIUARTUALUUMMAT" " AH N UW HH IY L IY UW AH HH T UW AH L UW UW M M AH T "
"PINASUGUMAJUIT" "P IH N AH S UW G UW M AH JH UW IY T "
"NIRLIVINIRMILUUNNIIT" " N IY HH L IH V IH N IY HH M IY L UW UW N N IY IY T "
"NIUVIARILANGANNGITARA" " N IY UW V IH AH HH IH L AH NG AH N NG IY T AH HH AH "
"URQUUJUUNIK" " UW HH K UW UW JH UW UW N IH K "
"NAMUNNGAQAASIVINIUK" "N AH M UW N NG AH K AH AH S IH V IH N IY UW K"
"PUIGURNIUJANNGITUALUUVUNGA" "P UW IG UW HH N IY UW JH AH N NG IY T UW AH L UW UW V UW NG AH "
"ATAATAQARQIT" " AH T AH AH T AH K AH HH K IY T "
"SINITTALUTIK" "S IH N IY T T AH L UW T IH K "
"NAKURMIK" "N AH K UW HH M IH K "
"TAMAANIIPPUNGA" " T AH M AH AH N IY IY P P UW NG AH "
"ALLIRIIRPATA" " AH L L IY HH IY IY HH P AH T AH "
"PAULUSILU" "P AH UW L UW S IY L UW "
"AIRQAJANNGITUUGALUAT" " AH IY HH K AH JH AH N NG IY T UW UW G AH L UW AH T "
"IKKUA" " IH K K UW AH "
"LISIMIK" " L IY S IH M IH K "
"AISIJUT" " AH IY S IY JH UW T "
"KUUJJUARAAPILIASIVUGUT" "K UW UW JH JH UW AH HH AH AH P IH L IY AH S IH V UW G UW T "
"SITJAMIT" " S IY T JH AH M IY T "
"UMIARJUAKUT" " UW M IY AH HH JH UW AH K UW T "
"IRNGUTARANIK" " IY HH NG UW T AH HH AH N IH K "
"AANNIAVIVINIQ" " AH AH N N IY AH V IH V IH N IY K "
"NAMUNNGALANGAJUT" "N AH M UW N NG AH L AH NG AH JH UW T "
"TUKISIVIT" " T UW K IH S IH V IY T "
"ITTUKUT" " IY T T UW K UW T "
"KINAKKUNIILANGAJUT" "K IH N AH K K UW N IY IY L AH NG AH JH UW T "
"SIVULLIMI" "S IH V UW L L IH M I"
"QAUJIMANNGINAMA" " K AH UW JH IH M AH N NG IH N AH M AH "
"QATSINGURPAT" " K AH T S IH N G UW HH P AH T "
"PARNAISIVUNGA" "P AH HH N AH IY S IH V UW NG AH "
"ULLUMI" " UW L L UW M IY "
"ANNILU" " AH N N IY L UW "
"AANNIAQAUVUNGA" " AH AH N N IY AH K AH UW V UW NG AH "
"UQAUSIQARQUNGA" " UW K AH UW S IY K AH HH K UW NG AH "
"ANAANAGA" " AH N AH AH N AH G AH "
"CANADIEN" " K AH N AH D IY EH N "
"PANIRTITATURUMAVUNGA" "P AH N IY HH T IY T AH T UW HH UW M AH V UW NG AH "
"TAQUATTINIK" " T AH K UW AH T T IH N IH K "
"AATAMI" " AH AH T AH M IY "
"SIVULLIPAAMI" "S IH V UW L L IY P AH AH M IY "
"ARRAANI" " AH HH HH AH AH N IY "
"ANNURAAKKALI" " AH N N UW HH AH AH K K AH L IY "
"QAILAARQUNGA" " K AH IH L AH AH HH K UW NG AH "
"PANIQARQUGUK" "P AH N IY K AH HH K UW G UW K"
"QAIQUJAULAARQAT" " K AH IY K UW JH AH UW L AH AH HH K AH T "
"QILALUGAVINIIT" " K IH L AH L UW G AH V IH N IY IY T "
"PINASULANGAJUT" "P IH N AH S UW L AH NG AH JH UW T "
"URQUUJUUNNIK" " UW HH K UW UW JH UW UW N N IH K "
"TIKILANGAVA" " T IH K IH L AH NG AH V AH "
"TUPATSIMANNGITUALUK" " T UW P AH T S IH M AH N NG IY T UW AH L UW K"
"ALIASUPPUGUK" " AH L IY AH S UW P P UW G UW K"
"AANNIAVIMMIINIQIT" " AH AH N N IY AH V IH M M IY IH N IY K IY T "
"QATSUNGURPAT" " K AH T S UW NG UW HH P AH T "
"UVANALU" " UW V AH N AH L UW "
"AKULIVIMMIT" " AH K UW L IH V IH M M IY T "
"TIILIK" " T IY IY L IH K "
"TIITUSIVUGUT" " T IY IY T UW S IH V UW G UW T "
"QAJARIAKKUT" " K AH JH AH HH IY AH K K UW T "
"ANNURAAQAUTIMIITTUQ" " AH N N UW HH AH AH K AH UW T IH M IY IY T T UW K "
"TASIRMUT" " T AH S IY HH M UW T "
"NUKAQARIAMIK" "N UW K AH K AH HH IY AH M IH K "
"AKITUJUUVA" " AH K IY T UW JH UW UW V AH "
"TAMAANIITTUQ" " T AH M AH AH N IY IY T T UW K "
"ILITSIRUMAVIT" " IY L IY T S IY HH UW M AH V IH T "
"PUIGURTAILITSIALUK" "P UW IG UW HH T AH IY L IY T S IY AH L UW K"
"UPATTAUGAVIT" " UW P AH T T AH UW G AH V IH T "
"KAMIALUTSIGASUARQIT" "K AH M IY AH L UW T S IY G AH S UW AH HH K IY T "
"PITSAAKANIK" " P IH T S AH AH K AH N IH K "
"AULLALIRTA" " AH UW L L AH L IY HH T AH "
"ILLULIURLUTIK" " IY L L UW L IY UW HH L UW T IH K "
"KAAPPUNGA" "K AH AH P P UW NG AH "
"AULLARIAQALAARQUNGA" " AH UW L L AH HH IY AH K AH L AH AH HH K UW NG AH "
"TAIMAAK" " T AH IH M AH AH K"
"KINAUP" "K IH N AH UW P"
"TIKISIJUQ" " T IH K IY S IY JH UW K "
"SOUNDINGSILENTSOUNDING" " S OW UW ND IH N G S IY LEN T S OW UW ND IH N G"
"QANGATTAUTITAARSIMAVUNGA" " K AH NG AH T T AH UW T IY T AH AH HH S IH M AH V UW NG AH "
"NIRLIVINIRTUSIVUNGA" " N IY HH L IH V IH N IY HH T UW S IH V UW NG AH "
"AANNIAVUNGA" " AH AH N N IY AH V UW NG AH "
"INUILLUUNIIT" " IH N UW IY L L UW UW N IY IY T "
"AMISUNIK" " AH M IY S UW N IH K "
"SIVANILAURUK" "S IH V AH N IY L AH UW HH UW K"
"NASARALI" "N AH S AH HH AH L IY "
"PINASUQUJAUVUT" "P IH N AH S UW K UW JH AH UW V UW T "
"QAITUARPATA" " K AH IY T UW AH HH P AH T AH "
"IQALUTSIULANGAVISI" " IY K AH L UW T S IY UW L AH NG AH V IH S IY "
"KAAPIQANNGITUQ" "K AH AH P IH K AH N NG IY T UW K "
"TUNGUJURTAQ" " T UW NG UW JH UW HH T AH K "
"ALIUVUNGA" " AH L IY UW V UW NG AH "
"KATIMAJIILLU" "K AH T IH M AH JH IY IY L L UW "
"ILINNIATITSIJIQALAARTUT" " IH L IH N N IY AH T IY T S IY JH IY K AH L AH AH HH T UW T "
"NASARALU" "N AH S AH HH AH L UW "
"AMISUUNNGITUGUT" " AH M IY S UW UW N NG IY T UW G UW T "
"TIITURUMANNGITUNGA" " T IY IY T UW HH UW M AH N NG IY T UW NG AH "
"AULLASIGATTA" " AH UW L L AH S IY G AH T T AH "
"TIKILLUGU" " T IH K IY L L UW G UW "
"NAKIT" "N AH K IY T "
"TIITULANGANNGITUNGA" " T IY IY T UW L AH NG AH N NG IY T UW NG AH "
"NIRILANGAVUGULLI" " N IY HH IH L AH NG AH V UW G UW L L IY "
"MIAJIMIK" " M IY AH JH IH M IH K "
"QAIQUJAULAARGAT" " K AH IY K UW JH AH UW L AH AH HH G AH T "
"AMISUT" " AH M IY S UW T "
"UVAATTINUULAURTA" " UW V AH AH T T IH N UW UW L AH UW HH T AH "
"TURSUUNI" " T UW HH S UW UW N IY "
"KUUJUARAAPIMMIT" "K UW UW JH UW AH HH AH AH P IH M M IY T "
"QANUIPPIT" " K AH N UW IY P P IY T "
"SUNAVINIRMIK" "S UW N AH V IH N IY HH M IH K "
"NIRITITAUSUUT" " N IY HH IY T IY T AH UW S UW UW T "
"INKTITUT" " IH N K T IY T UW T "
"TAKUJAULUTIK" " T AH K UW JH AH UW L UW T IH K "
"AKULIVIMMIUNGUVISI" " AH K UW L IH V IH M M IY UW NG UW V IH S IY "
"KISIANI" " K IY S IY AH N IY "
"QAILAARIVUTIT" " K AH IH L AH AH HH IH V UW T IY T "
"NUKANGAI" "N UW K AH NG AH I"
"QANGATTAJUURNIATIMUT" " K AH NG AH T T AH JH UW UW HH N IY AH T IH M UW T "
"ITIRMATA" " IY T IY HH M AH T AH "
"ILINNIAVIMMUT" " IH L IH N N IY AH V IH M M UW T "
"TIKITITAUSIMALIRQA" " T IH K IY T IY T AH UW S IH M AH L IY HH K AH "
"NIRIKAINNARANAMA" " N IY HH IH K AH IH N N AH HH AH N AH M AH "
"SITAMAVILLUTIT" " S IY T AH M AH V IH L L UW T IY T "
"NAJAQARIAMIK" "N AH JH AH K AH HH IY AH M IH K "
"QARLIIKALU" " K AH HH L IY IH K AH L UW "
"QANUITTUUNIK" " K AH N UW IY T T UW UW N IH K "
"PARNAISIVIT" "P AH HH N AH IY S IH V IY T "
"KUAPAKKUNUT" "K UW AH P AH K K UW N UW T "
"ILAKKA" " IH L AH K K AH "
"MISIRAQ" " M IY S IY HH AH K "
"UQAUTILAURLAGU" " UW K AH UW T IH L AH UW HH L AH G UW "
"NAMUNNGAQAASIVINUK" "N AH M UW N NG AH K AH AH S IH V IH N UW K"
"PIUJUALUIT" " P IH UW JH UW AH L UW IY T "
"IMIRTAGIAQARANNUK" " IH M IY HH T AH G IH AH K AH HH AH N N UW K"
"PIJARIATUJUALUUNNGITUUGALUAQ" " P IH JH AH HH IY AH T UW JH UW AH L UW UW N NG IY T UW UW G AH L UW AH K "
"PUALUTSIALUTILLU" "P UW AH L UW T S IY AH L UW T IY L L UW "
"UVATTINUT" " UW V AH T T IH N UW T "
"TAALARAARTUQ" " T AH AH L AH HH AH AH HH T UW K "
"UVAATTINUNLAURTA" " UW V AH AH T T IH N UW NL AH UW HH T AH "
"MAANNAMIT" "M AH AH N N AH M IY T "
"KINAMUT" "K IH N AH M UW T "
"NAKASUKKUT" "N AH K AH S UW K K UW T "
"TUPALIRIT" " T UW P AH L IY HH IY T "
"NAJAGANIK" "N AH JH AH G AH N IH K "
"AKUNIUNNGITUQ" " AH K UW N IY UW N NG IY T UW K "
"PINASUTSIAQUJIVUNGA" "P IH N AH S UW T S IY AH K UW JH IH V UW NG AH "
"INUTTITUT" " IH N UW T T IY T UW T "
"ILINNIATITSIJIILLU" " IH L IH N N IY AH T IY T S IY JH IY IY L L UW "
"UQALIMARIIRUMA" " UW K AH L IH M AH HH IY IY HH UW M AH "
"ULLULIMAAQ" " UW L L UW L IH M AH AH K "
"IKKIINALUANNGITUQ" " IH K K IY IH N AH L UW AH N NG IY T UW K "
"QAIQUJAUGUNNATUT" " K AH IY K UW JH AH UW G UW N N AH T UW T "
"PINGASUULANGAVUGUT" "P IH N G AH S UW UW L AH NG AH V UW G UW T "
"NNGUPAT" " N NG UW P AH T "
"PIUGIJARA" " P IH UW G IH JH AH HH AH "
"TAMAUNNGA" " T AH M AH UW N NG AH "
"TATALANGAJUQ" " T AH T AH L AH NG AH JH UW K "
"NIRLIVINIRTULANGAVUNGALI" " N IY HH L IH V IH N IY HH T UW L AH NG AH V UW NG AH L IY "
"NUKARA" "N UW K AH HH AH "
"AANNIAVITSALIURNIMIK" " AH AH N N IY AH V IH T S AH L IY UW HH N IH M IH K "
"NIRITSIAQAUNNGINAMA" " N IY HH IY T S IY AH K AH UW N NG IH N AH M AH "
"ANAANAK" " AH N AH AH N AH K"
"ILAANIUNNGITUQ" " IH L AH AH N IY UW N NG IY T UW K "
"NAMUT" "N AH M UW T "
"QANUINNGITUARPAT" " K AH N UW IH N NG IY T UW AH HH P AH T "
"PINASUGIARTUPATTUNUT" "P IH N AH S UW G IH AH HH T UW P AH T T UW N UW T "
"UUMAJURTAVINILIMAANGIT" " UW UW M AH JH UW HH T AH V IH N IH L IH M AH AH NG IY T "
"NANIMIUGUVIT" "N AH N IH M IY UW G UW V IH T "
"UMIANGA" " UW M IY AH NG AH "
"TIIURUMAVIT" " T IY IY UW HH UW M AH V IH T "
"NALLIANIK" "N AH L L IY AH N IH K "
"AKILISIVUNGA" " AH K IY L IY S IH V UW NG AH "
"IMIRTAVIMMUT" " IH M IY HH T AH V IH M M UW T "
"TALLIMAANNGUTILLUGU" " T AH L L IH M AH AH N NG UW T IY L L UW G UW "
"SUNAMIK" "S UW N AH M IH K "
"MAQAINNIMILLU" "M AH K AH IH N N IH M IY L L UW "
"NATSIVINIRTURUMANNGINAMA" "N AH T S IH V IH N IY HH T UW HH UW M AH N NG IH N AH M AH "
"QANGATTASIVUGUT" " K AH NG AH T T AH S IH V UW G UW T "
"SITAMAT" " S IY T AH M AH T "
"IMIRTATAUSIJUGUT" " IH M IY HH T AH T AH UW S IY JH UW G UW T "
"ILINNIATITSIQATTALAARTUNGA" " IH L IH N N IY AH T IY T S IY K AH T T AH L AH AH HH T UW NG AH "
"TUPAARTAUQUJARA" " T UW P AH AH HH T AH UW K UW JH AH HH AH "
"ILLUSAIT" " IY L L UW S AH IY T "
"TUKISIMAVUNGA" " T UW K IH S IH M AH V UW NG AH "
"UVIKKAIT" " UW V IH K K AH IY T "
"NNGUMUT" " N NG UW M UW T "
"ITTUKUNNUT" " IY T T UW K UW N N UW T "
"SILA" " S IY L AH "
"IMMUTULIRITTIK" " IH M M UW T UW L IY HH IY T T IH K "
"UVANGULU" " UW V AH NG UW L UW "
"NANUVINIRNILU" "N AH N UW V IH N IY HH N IY L UW "
"URSULUQANNINGINAMA" " UW HH S UW L UW K AH N N IH N G IH N AH M AH "
"NIRITITAULANGAVITA" " N IY HH IY T IY T AH UW L AH NG AH V IH T AH "
"MALIGUMALAARMANGATTIK" "M AH L IY G UW M AH L AH AH HH M AH NG AH T T IH K "
"TIKIPPIT" " T IH K IY P P IY T "
"LIARTUT" " L IY AH HH T UW T "
"PANIQARQITIK" "P AH N IY K AH HH K IY T IH K "
"NAKURMAT" "N AH K UW HH M AH T "
"PIGIALANGASIVUGUT" " P IH G IH AH L AH NG AH S IH V UW G UW T "
"AKITUNIRPAAQ" " AH K IY T UW N IY HH P AH AH K "
"PIUGIJAIT" " P IH UW G IH JH AH IY T "
"PANIQALIRQUGUK" "P AH N IY K AH L IY HH K UW G UW K"
"QALLUNAANUT" " K AH L L UW N AH AH N UW T "
"TIKITITAULAURUQ" " T IH K IY T IY T AH UW L AH UW HH UW K "
"SANAJAULANGAJUQ" "S AH N AH JH AH UW L AH NG AH JH UW K "
"SANAJAULANGAJUT" "S AH N AH JH AH UW L AH NG AH JH UW T "
"UMIAQ" " UW M IY AH K "
"UQAUSILIMAAKASAANIK" " UW K AH UW S IY L IH M AH AH K AH S AH AH N IH K "
"SITAMAVILLUNGA" " S IY T AH M AH V IH L L UW NG AH "
"UMIAT" " UW M IY AH T "
"IMMINIK" " IH M M IH N IH K "
"TUKISITSIAQUTIT" " T UW K IY S IY T S IY AH K UW T IY T "
"AULLASIVISI" " AH UW L L AH S IH V IY S IY "
"TUPAALIRUK" " T UW P AH AH L IY HH UW K"
"URSUALUUTIQALANGAVIT" " UW HH S UW AH L UW UW T IY K AH L AH NG AH V IH T "
"KIATIILLU" " K IY AH T IY IY L L UW "
"UMIANGAT" " UW M IY AH NG AH T "
"IKUMAUTILIRIJIIT" " IH K UW M AH UW T IY L IY HH IY JH IY IY T "
"SULI" "S UW L IY "
"UNNUALIMAAQ" " UW N N UW AH L IH M AH AH K "
"ATAUSIRMIK" " AH T AH UW S IY HH M IH K "
"PIGIAQATTALANGAVAT" " P IH G IH AH K AH T T AH L AH NG AH V AH T "
"UVATTINIILIRIT" " UW V AH T T IH N IY IY L IY HH IY T "
"PIUNIRPAAQ" " P IH UW N IY HH P AH AH K "
"TIKITAULAURTUQ" " T IH K IY T AH UW L AH UW HH T UW K "
"TIKILAURTUT" " T IH K IH L AH UW HH T UW T "
"NANIITTUQ" "N AH N IY IY T T UW K "
"IMIRTASIVUGUK" " IH M IY HH T AH S IH V UW G UW K"
"ANGUTIT" " AH NG UW T IY T "
"SITJALIALAURTA" " S IY T JH AH L IY AH L AH UW HH T AH "
"ANAANAQARQUNGA" " AH N AH AH N AH K AH HH K UW NG AH "
"KUUJJUARAAPIMMIT" "K UW UW JH JH UW AH HH AH AH P IH M M IY T "
"TIKILANGARQUUTUQ" " T IH K IH L AH NG AH HH K UW UW T UW K "
"NAKURMIIMARIALUNGNAI" "N AH K UW HH M IY IH M AH HH IY AH L UW NG N AH I"
"ATURTAULAARQA" " AH T UW HH T AH UW L AH AH HH K AH "
"NANUVINIILLU" "N AH N UW V IH N IY IY L L UW "
"TAMAUNNGATUINNALIKKIT" " T AH M AH UW N NG AH T UW IH N N AH L IH K K IY T "
"ANURIMUT" " AH N UW HH IH M UW T "
"TARQINIK" " T AH HH K IH N IH K "
"TUPAARTAULAARQUGUK" " T UW P AH AH HH T AH UW L AH AH HH K UW G UW K"
"QANGA" " K AH NG AH "
"NIRIGUMANNGINAMA" " N IY HH IG UW M AH N NG IH N AH M AH "
"UKIURAALUUMMAT" " UW K IY UW HH AH AH L UW UW M M AH T "
"NURQANGAQATTALANGAJUT" "N UW HH K AH NG AH K AH T T AH L AH NG AH JH UW T "
"AA" " AH AH "
"ANAANAGANUT" " AH N AH AH N AH G AH N UW T "
"IQALLIALAARQUGUK" " IY K AH L L IY AH L AH AH HH K UW G UW K"
"TUPATSIMANNGITALUK" " T UW P AH T S IH M AH N NG IY T AH L UW K"
"PINGASUJUTU" "P IH N G AH S UW JH UW T UW "
"PIUJIUQ" " P IH UW JH IY UW K "
"ULIMAUTIK" " UW L IH M AH UW T IH K "
"MALIGUMAMMANGAT" "M AH L IY G UW M AH M M AH NG AH T "
"URSUNGA" " UW HH S UW NG AH "
"PANIQAQITIK" "P AH N IY K AH K IY T IH K "
"AKULIVIMMIUNGUVUGUT" " AH K UW L IH V IH M M IY UW NG UW V UW G UW T "
"IQALUTSIULANGAVUNGA" " IY K AH L UW T S IY UW L AH NG AH V UW NG AH "
"IQALLIALAARQUGUT" " IY K AH L L IY AH L AH AH HH K UW G UW T "
"UPIRNGAALIMAAQ" " UW P IH HH NG AH AH L IH M AH AH K "
"TUKISIVUNGA" " T UW K IH S IH V UW NG AH "
"SINITTAVIULUNI" "S IH N IY T T AH V IH UW L UW N IY "
"NIKAINNAQUNGA" "N IH K AH IH N N AH K UW NG AH "
"AITSIQUJAUJUT" " AH IY T S IY K UW JH AH UW JH UW T "
"ANURINNNGITUARPAT" " AH N UW HH IH N N NG IY T UW AH HH P AH T "
"MIKINIRPAAT" "M IH K IH N IY HH P AH AH T "
"NASAQAUTIMI" "N AH S AH K AH UW T IH M I"
"ILAINNANGIT" " IH L AH IH N N AH NG IY T "
"IQALUVINIRMIK" " IY K AH L UW V IH N IY HH M IH K "
"KINAKKULU" "K IH N AH K K UW L UW "
"ATIGIGA" " AH T IY G IH G AH "
"PINASUQATTALAARQAT" "P IH N AH S UW K AH T T AH L AH AH HH K AH T "
"ULIMAASIJARA" " UW L IH M AH AH S IY JH AH HH AH "
"ARNASIUTIINNIK" " AH HH N AH S IY UW T IY IH N N IH K "
